index,term,prof_rating,requirements_met0,requirements_met1,requirements_met2,requirements_met3,title,registered,description,course_id,end_time,faculty,department,credits,start_time,size
485,18WI,4,Arts Practice,,,,Chamber+Music,4,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.02,n/a,Andrea  Mazzariello,MUSC,"1 credit, S/CR/NC only",n/a,100
486,18WI,4.67,Arts Practice,,,,Chamber+Music,6,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.03,n/a,Ronald  Rodman,MUSC,"1 credit, S/CR/NC only",n/a,100
487,18WI,,Arts Practice,,,,Chamber+Music,15,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.04,n/a,Gao Hong,MUSC,"1 credit, S/CR/NC only",n/a,100
488,18WI,5,Arts Practice,,,,Chamber+Music,7,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.05,n/a,Gwen M Anderson,MUSC,"1 credit, S/CR/NC only",n/a,100
489,18WI,,Arts Practice,,,,Chamber+Music,4,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.06,n/a,Jay L Johnson,MUSC,"1 credit, S/CR/NC only",n/a,100
490,18WI,,Arts Practice,,,,Chamber+Music,4,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.08,n/a,Martha N Jamsa,MUSC,"1 credit, S/CR/NC only",n/a,100
491,18WI,,Arts Practice,,,,Chamber+Music,7,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.09,n/a,Zachery W Pelletier,MUSC,"1 credit, S/CR/NC only",n/a,100
492,18WI,,Arts Practice,,,,Chamber+Music,10,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.10,n/a,Zacc  Harris,MUSC,"1 credit, S/CR/NC only",n/a,100
493,18WI,,Arts Practice,,,,Chamber+Music,5,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.11,n/a,Greg Keel,MUSC,"1 credit, S/CR/NC only",n/a,100
494,18WI,,Arts Practice,,,,Chamber+Music,14,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.12,n/a,Laura  Caviani,MUSC,"1 credit, S/CR/NC only",n/a,100
495,18WI,,Arts Practice,,,,Chamber+Music,10,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.13,n/a,Matthew J Olson,MUSC,"1 credit, S/CR/NC only",n/a,100
496,18WI,,Arts Practice,,,,Chamber+Music,2,"Small groups, formed by at least three students, will participate in the study and performance of keyboard and instrumental chamber music, non-western, or small jazz ensemble repertory, coached weekly by music faculty. Students must be registered and may not audit or participate in more than one group.",MUSC+194.14,n/a,Matthew  McCright,MUSC,"1 credit, S/CR/NC only",n/a,100
497,18WI,4,Humanistic Inquiry,International Studies,,,The+Individual+and+the+Political+Community,20,"Are human beings radically individual and atomic by nature, political animals, or something else In this course we will explore these questions through the work of three foundational political theorists: Plato, Hobbes, and Rousseau.",PHIL+113.00,3:00pm,Allison E Murphy,PHIL,6 credits,1:50pm,30
498,18WI,,Humanistic Inquiry,Writing Rich 2,Intercultural Domestic Studies,,Philosophy+of+Sex,23,"Sex is a pervasive feature of our individual lives and of contemporary political debate, yet has until recently has rarely been subject to sustained philosophical scrutiny. In this course we will investigate the ethical, political, and conceptual issues surrounding sex, critically reflecting on our own assumptions about sexed bodies, sexual pleasure, sexual conduct, and sexual and gender identities. What is sex We will take an intersectional approach to a variety of issues, including consent, casual sex, sexual objectification and commodification, sexual violence, normative medical and legal discourse about sex, gender, and reproduction, and the struggle for political recognition by sexual and gender minorities.",PHIL+120.00,11:55am,Claire M Griffin,PHIL,6 credits,10:10am,25
499,18WI,4.8,Formal or Statistical Reasoning,,,,Logic,31,"The study of formal logic has obvious and direct applicability to a wide variety of disciplines (including mathematics, computer science, linguistics, philosophy, cognitive science, and many others). Indeed, the study of formal logic helps us to develop the tools and know-how to think more clearly about arguments and logical relationships in general; and arguments and logical relationships form the backbone of any rational inquiry. In this course we will focus on propositional logic and predicate logic, and look at the relationship that these have to ordinary language and thought.",PHIL+210.00,11:00am,Jason A Decker,PHIL,6 credits,9:50am,25
500,18WI,4.8,Humanistic Inquiry,Writing Rich 2,,,Philosophy+of+Mind,23,What is the relationship between the mind and the brain,PHIL+225.00,1:40pm,Jason A Decker,PHIL,6 credits,12:30pm,25
501,18WI,3.3,Humanistic Inquiry,Writing Rich 2,Quantitative Reasoning,,Love+and+Friendship,23,"This course will consider various philosophical views on the nature of love and friendship. It will focus on both the history of philosophical thinking about these notions from Plato and Aristotle to the twentieth century and a variety of contemporary views on the meaning of love and friendship that derive their insight from the most recent studies of emotion, agency, action, rationality, moral value, and motivation. We will also look at the variations in the understanding of love and friendship among the members of the same culture and across cultures.",PHIL+226.00,3:00pm,Anna  Moltchanova,PHIL,6 credits,1:15pm,25
502,18WI,4,Humanistic Inquiry,Writing Rich 2,International Studies,,Early+Modern+Philosophy,19,"The era of Modern Philosophy is characterized in part by the foundational importance of epistemological questions, including especially questions about the very possibility of knowledge. In this course we will read works from four authors who are all members of the Modern tradition in some sense, but whose widely differing epistemological frameworks lead them to propose radically different answers to these questions: Descartes, Hume, Kant, and Pascal.",PHIL+272.00,12:20pm,Allison E Murphy,PHIL,6 credits,11:10am,25
503,18WI,3.3,,,,,Senior+Thesis,9,"The planning, preparation, and completion of a philosophical paper under the direction of a member of the department and as part of a seminar group.",PHIL+399.00,4:55pm,Anna  Moltchanova,PHIL,6 credits,3:10pm,15
504,18WI,,PE,,,,Aerobics,14,"Basic dance steps, calisthenic-type movements and locomotor skills (running, jumping, hopping, skipping, etc.) are combined into vigorous routines which are performed to the beat of popular music. All classes offer components of strength development, flexibility and cardio-vascular fitness. No experience necessary. Wear comfortable clothes and shoes with good support (no running shoes).",PE+101.00,5:10pm,Nancy  Stuckmayer,PE,"0 credits, S/CR/NC only",4:00pm,20
505,18WI,,PE,,,,"Aikido,+Intermediate",7,Empty-hand techniques are continued and weapon techniques are introduced (traditional Japanese wooden weapons are required-cost approximately $50.) More varieties of breakfalls are learned as the emphasis of the class shifts to higher-level techniques. Class fee of $30 is required.,PE+102.00,8:50pm,"Staff, Linda K Luedke",PE,"0 credits, S/CR/NC only",7:40pm,40
506,18WI,,PE,,,,"Aikido,+Beginning",18,"Developed from samurai traditions, Aikido is J",PE+103.00,7:30pm,"Staff, Linda K Luedke",PE,"0 credits, S/CR/NC only",6:30pm,40
507,18WI,,PE,,,,"Aikido,+Advanced",1,More complex empty-hand and weapon techniques are taught. Advanced breakfalls are added along with more intense physical and mental training. An additional fee of $30 is required. Prerequisite: Beginning Aikido.,PE+104.00,9:35pm,"Staff, Linda K Luedke",PE,"0 credits, S/CR/NC only",8:55pm,40
508,18WI,,PE,,,,Beginning+Badminton/Pickleball,15,"This course will introduce students to both badminton and pickleball, two sports that are quite similar in rules and method, but differ in equipment and some strategies. Both sports focus on building skill development and fitness in a fun, relaxed atmosphere. The goal of the course is to provide a great introduction to two potential lifetime sports.",PE+105.00,12:20pm,Amy  Erickson,PE,"0 credits, S/CR/NC only",11:10am,16
509,18WI,,PE,,,,"Badminton,+Intermediate",15,"The objective of the course is to review basic skills and strategies of badminton, in addition to learn new techniques and strategies of singles and doubles play with greater emphasis on competition. Advanced singles and doubles strategies will be covered as well as involvement in tournament play.",PE+106.00,11:50am,Amy  Erickson,PE,"0 credits, S/CR/NC only",10:45am,16
510,18WI,,PE,,,,Ballet+I,19,"A beginning course in ballet technique, including basic positions, beginning patterns and exercises. Students develop an awareness of the many ways their body can move, an appreciation of dance as an artistic expression and a recognition of the dancer as an athlete.",PE+107.00,11:00am,Jennifer  Bader,PE,"0 credits, S/CR/NC only",9:50am,20
511,18WI,,PE,,,,Ballet+II,12,For the student with previous ballet experience this course emphasizes articulation of the technique and development of ballet vocabulary and movement theories. Opportunity to continue to work on technique and to more finely tune the awareness of movement begun in Level I.,PE+108.00,12:20pm,Jennifer  Bader,PE,"0 credits, S/CR/NC only",11:10am,20
512,18WI,,PE,,,,"Basketball,+Three+on+Three",21,"Open to all who enjoy basketball and have a basic understanding of the game. Stress will be placed upon vigorous activity, though instruction will be given on basic rules, strategy and skill improvement drills. This course offers an opportunity for a great workout in a co-ed team setting.",PE+111.00,11:50am,Guy A Kalland,PE,"0 credits, S/CR/NC only",10:45am,18
513,18WI,,PE,,,,Bowling,14,"The social and recreational values of a sport like bowling must be experienced to be appreciated. Individual help is given as needed. Bowling does not develop physical fitness, but other skills are involved and can be developed in an atmosphere that encourages social interaction. Open to all levels of experience. Additional fee will be billed to your tuition to cover transportation to the lanes.",PE+113.00,3:00pm,Bob Pagel,PE,"0 credits, S/CR/NC only",1:00pm,16
514,18WI,,PE,,,,Contemporary+Dance+Forms+II,9,"This course is intended for students seeking to refine and deepen their awareness of embodied movement approaches.  Through these approaches, students will work to develop an alert and articulate body. In both standing and floor work, momentum, dynamic shifts and spatial challenges are introduced.",PE+116.00,3:00pm,Jane  Shockley,PE,"0 credits, S/CR/NC only",1:50pm,25
515,18WI,,PE,,,,Hip-Hop+Shape+AfroFit,19,"his class, we will be using modern hip-hop Afrobeat music to get fit, celebrate Afro-Caribbean cultures, and have fun all at the same time through high intensity interval traing (HIIT) dance. Students should wear workout apparel that is comfortable for a free range of motion.",PE+123.00,8:00pm,"Staff, Linda K Luedke",PE,"0 credits, S/CR/NC only",7:00pm,25
516,18WI,,PE,,,,Folk+Dance,17,Folk dance includes a variety of dances of varying intricacy from around the world. No experience necessary.,PE+125.00,6:45pm,"Staff, Linda K Luedke",PE,"0 credits, S/CR/NC only",5:45pm,25
517,18WI,,PE,,,,Hip-hop/House+Street+Dance+Class,20,"Students are familiarized with street dance vocabulary and fundamentals. Emphasis on ""finding your rhythm"" through bodily awareness. Beginners can expect an aerobic workout until their movement becomes looser and more efficient. Excellent for core strength, balance and flexibility. The lessons are 70 minutes each and consist of a group warm-up (ten minutes), stretching (five minutes), hip-hop vocabulary (fifteen minutes), house vocabulary (twenty-five minutes), and choreography (fifteen minutes). No experience necessary.",PE+126.00,5:10pm,"Staff, Linda K Luedke",PE,"0 credits, S/CR/NC only",4:00pm,25
518,18WI,,PE,,,,"Ice+Hockey,+Beginning",15,"This course is designed to give men and women the opportunity to play ice hockey together in a fun and non-competitive setting. Absolutely no body checking or rough play is allowed. Skill development in skating, stick handling, passing and shooting is stressed as well as position play and rules necessary to ensure the safety of the participants. Helmets are recommended and furnished. Students must provide their own skates and hockey sticks. Highly accomplished or ""hard-core"" hockey players have no place in this class.",PE+131.01,4:55pm,"Staff, Linda K Luedke",PE,"0 credits, S/CR/NC only",3:10pm,20
519,18WI,,PE,,,,"Ice+Hockey,+Beginning",2,"This course is designed to give men and women the opportunity to play ice hockey together in a fun and non-competitive setting. Absolutely no body checking or rough play is allowed. Skill development in skating, stick handling, passing and shooting is stressed as well as position play and rules necessary to ensure the safety of the participants. Helmets are recommended and furnished. Students must provide their own skates and hockey sticks. Highly accomplished or ""hard-core"" hockey players have no place in this class.",PE+131.02,5:00pm,"Staff, Linda K Luedke",PE,"0 credits, S/CR/NC only",3:20pm,20
